pair_age,init_market_cap,scams,funding_time,owner,source,status,verified,end_date,name,holders,tax,ticker,ape_score,spoofed,liquidity,lock,market_cap,previous,contract_age,sell,airdrops,result,ath,whales,red_flags,time_of_day,worth,snipers,buy,fresh,max_transmit,honeypot,safu_score,wallet,sticker,amount
36 mins,"$60,567 | 0X",1 out of 10,49 mins ago,RENOUNCED (14),0xE3a...6d,Below 100K 🟥🟥🟥,0x573ee71e018781a7ada16904624d49e79f01d8ef,18:12:39:013,Mongoose 2.0 Buy! 🐋,97 (359.3 ETH),0/0,🪙 #MONG2.0,🟢 22%,0 own 0%,7.5,99% | 185 days | Unicrypt,58638,,40 mins,(120) 63 - $67.1k,,-30.5029,,4 own 7.8%,,18:08:30,$188,6 own 3.8%,(202) 151 - $77.7k,1 own 0.5%,,🟢 (false) - 85/85,59% out of 86,"0x796...20 ($4,392)",,$182
1 hrs 21 mins,"$31,260 | 1X",1.2k out of 2k,1 hrs ago,RENOUNCED (12),FixedFloat,Below 50K 🟩🟨🟥,0x2698931002b10a2206c3f8b36c8c168b01ea6c25,18:12:49:109,PEPE 4.20 Buy! 🐋,277 (38.9 ETH),0/0,🪙 #PEPE4.20,🟢 29%,1 own 0.3%,5.6,98% | 29 days | Unicrypt,49355,,1 hrs 34 mins,(458) 238 - $197.1k,3,-31.8669,,0 own 0%,,18:06:54,"$13,112",2 own 1.5%,(654) 466 - $204.8k,5 own 2.3%,,🟢 (false) - 223/224,100% out of 27,"0x3dF...47 ($3,212)",,$547
5 mins,"$13,598 | 1X",94 out of 307,1 days ago,RENOUNCED (8),Binance,Below 50K 🟩🟨🟥,0xf47f7a8764183c26889e8d0c3a3c6288cb1822d2,18:13:49:828,Pepe Zero Buy! 🐋🐋🐋,52 (47.2 ETH),0/6.3,🪙 #PEPE0,🟢🟢 45%,0 own 0%,3,98% | 45 days | Unicrypt,22838,,12 mins,(19) 9 - $3.7k,1,-30.7275,,0 own 0%,,18:10:10,"$1,728",10 own 17.5%,(60) 58 - $7.1k,0 own 0%,,🟢 (false) - 49/49,93% out of 45,"0x62D...df ($10,704)",,$182
0 mins,,115 out of 119,16 days ago,0xb37...7D  (19),0x6BA...86,Below 10K 🟩🟩🟩,0xcec13a9255a4623473041f04d74d4b5fb4dc3958,18:14:38:371,SMARTCREDIT Buy! 🐋🐋,,0/0,🪙 #SMARTCREDIT,🟢🟢 40%,,1.8,Unknown Lock,3276,(4) DUMMY,12 hrs 41 mins,(0) 0 - $0,1,132.6086,"$76,838",,,18:03:28,$0,,(0) 0 - $0,,,🟢 (false) -,57% out of 14,"0x2C0...5c ($9,284)",,$91
58 mins,"$14,038 | 12X",106 out of 202,504 days ago,RENOUNCED (42),Binance,,0x2b088bdd1c772699618bc004d7108a2511f8381e,18:16:49:794,Jimmy Buy! 🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳🐳,221 (86.2 ETH),1/3.3,,🟢 18%,0 own 0%,10.1,99% | 63 days | Unicrypt,176601,(1) Baby Chedda,1 hrs 1 mins,(178) 116 - $88k,,-38.4143,"$1,053,314",0 own 0%,,17:56:03,"$1,651",20 own 22.8%,,1 own 0.3%,,🟢 (false) - 184/184,100% out of 9,"0xfaf...d8 ($68,801)",🪙 #JIMMY,$182
1 hrs 28 mins,"$31,260 | 1X",1.2k out of 2k,1 hrs ago,RENOUNCED (12),FixedFloat,Below 50K 🟩🟨🟥,0x2698931002b10a2206c3f8b36c8c168b01ea6c25,18:18:50:689,PEPE 4.20 Buy! 🐋🐋🐋🐋🐋🐋,252 (53.7 ETH),0/0,🪙 #PEPE4.20,🟢 21%,1 own 0.3%,4.6,98% | 29 days | Unicrypt,33828,,1 hrs 41 mins,(500) 259 - $204.6k,3,106.3539,,0 own 0%,,18:14:01,"$13,113",2 own 1.5%,(685) 472 - $210.5k,4 own 2.2%,,🟢 (false) - 209/210,100% out of 17,"joebiden.eth ($26,619)",,$89
10 days 0 hrs,"$103,638 | 3X",7 out of 11,31 days ago,RENOUNCED (38),0x8F0...69,,0x07d5c779db5ad098fef5c55e8d1d8dc7986e3a4f,18:19:37:483,PICK OR RICK Buy! 🐋🐋,290 (35.2 ETH),0/0,,🟢 4%,1 own 0.3%,34.4,99% | 400 days | Pinksale,390370,(3) Pick Or Rick,12 days 3 hrs,(63) 42 - $57.8k,1,-31.8798,"$9,626,124",0 own 0%,,17:02:34,$0,0 own 0%,,14 own 10.2%,,🟢 (false) - 220/221,100% out of 12,"0x777...3e ($5,447)",🪙 #RICK V2,$911
51 mins,"$7,712 | 6X",0 out of 0 Unique,19 hrs ago,0x4c0...14  (19),Kucoin,Below 50K 🟩🟨🟥,0xa4bc10991e2721762e30b50ea6d6b3a1b76750d9,18:20:37:236,EverBurn Buy! 🐋,108 (95.0 ETH),4/14.3,🪙 #EVERBURN,🟢 32%,0 own 0%,6.1,100% | BURNT,46741,,1 hrs 38 mins,(95) 67 - $18k,5,-31.8435,,0 own 0%,,16:47:48,$630,8 own 9.8%,(106) 94 - $18.3k,4 own 2.1%,,🟢 (false) - 100/100,100% out of 64,"0x93C...82 ($4,199)",,$364
12 hrs 0 mins,"$18,182 | 2X",21 out of 80,12 hrs ago,RENOUNCED (14),Binance,Below 50K 🟩🟨🟥,0x05443131be4c67f2a6355e3caeccaf135e0b43de,18:21:15:483,Bird Coin Buy! 🐋🐋,203 (292.9 ETH),0/0,🪙 $BIRD,🟢 28%,1 own 0.6%,4.6,98% | 91 days | Unicrypt,39213,,12 hrs 31 mins,(1061) 525 - $502.5k,2,-31.5254,,2 own 1.4%,,18:01:07,"$4,759",0 own 0%,(1346) 676 - $509.1k,3 own 0.9%,,🟢 (false) - 158/158,100% out of 26,"0xadB...71 ($7,730)",,$638
12 mins,"$13,598 | 2X",94 out of 307,1 days ago,RENOUNCED (8),Binance,Below 50K 🟩🟨🟥,0xf47f7a8764183c26889e8d0c3a3c6288cb1822d2,18:23:02:049,Pepe Zero Buy! 🐋🐋🐋,96 (58.2 ETH),0/4.8,🪙 #PEPE0,🟢 26%,0 own 0%,4.1,98% | 45 days | Unicrypt,40204,,19 mins,(55) 25 - $12.8k,1,-30.7068,,0 own 0%,,18:16:58,"$5,551",7 own 12%,(121) 115 - $17.3k,0 own 0%,,🟢 (false) - 90/90,91% out of 58,"0xAf7...ce ($12,729)",,$365
0 mins,,194 out of 358,30 days ago,RENOUNCED (43),Mexc,Below 10K 🟩🟩🟩,0x73a673fa8d6139cc7c3fe46d45e3c641a0425a34,18:24:01:079,BabyPEPE2.0 Buy! 🐋🐋🐋🐋,3 (11.9 ETH),0/0,🪙 #BabyPEPE2.0,🟢🟢🟢 65%,0 own 0%,1.8,Unknown Lock,6529,(2) SOHACOIN,3 mins,(0) 0 - $0,,-46.1074,"$826,995",0 own 0%,,18:23:37,"$1,634",1 own 32.1%,(2) 2 - $1.4k,0 own 0%,,🟢 (false) - 2/2,85% out of 106,"0x941...83 ($15,753)",,$274
10 mins,,50 out of 73,2 hrs ago,0x9DF...9a  (26),Binance,Below 50K 🟩🟨🟥,0xdcad2177e7f356413d80f481ef2ee20409c2879f,18:24:37:703,Planet 2.0 Buy! 🐋,105 (130.4 ETH),0/44.5,🪙 #PLANET 2.0,🟢 31%,0 own 0%,3.8,Unknown Lock,29846,,2 hrs 22 mins,(14) 7 - $3.4k,14,103.5940,,1 own 0.6%,,18:16:19,"$3,063",26 own 14.9%,(99) 96 - $8.5k,4 own 1.9%,1% | 0.17 eth,🟢 (false) - 30/30,98% out of 129,"0x6a8...28 ($4,522)",,$182
6 hrs 55 mins,"$5,553 | 19X",1.2k out of 1.4k,3 days ago,UNKNOWN (8),FixedFloat,,0xa8643451ae0401b645443682055be70dc05b6950,18:27:13:436,FTX 2.0 Buy! 🐋,247 (970.3 ETH),0/0,,🟢 15%,1 own 0.7%,14.6,100% | BURNT,106313,,6 hrs 56 mins,(1052) 598 - $1.4M,,103.8181,,4 own 5.5%,,18:10:48,$207,0 own 0%,,3 own 2.3%,,🟢 (false) - 208/208,100% out of 13,"0x342...a3 ($4,225)",🪙 #FTX2.0,$182
1 mins,"$6,529 | 0X",194 out of 358,30 days ago,RENOUNCED (44),Mexc,Below 10K 🟩🟩🟩,0x73a673fa8d6139cc7c3fe46d45e3c641a0425a34,18:28:49:634,BabyPEPE2.0 Buy! 🐋🐋,10 (76.8 ETH),0/0,🪙 #BabyPEPE2.0,🟢 37%,0 own 0%,1.5,Unknown Lock,5034,(2) SOHACOIN,3 mins,(4) 4 - $46.1k,,105.5403,"$826,995",2 own 3.3%,,18:24:10,"$1,632",1 own 16.1%,(15) 14 - $47.1k,0 own 0%,,🟢 (false) - 7/7,74% out of 393,"0xd2f...E7 ($6,748)",,$182
1 hrs 38 mins,"$15,941 | 2X",25 out of 30,10 hrs ago,RENOUNCED (20),Binance,Below 50K 🟩🟨🟥,0x213c922cc97808838ea9a1968691f00351d2ae3f,18:29:51:249,SIGN Buy! 🐋🐋,86 (120.8 ETH),2/1.9,🪙 #SIGN,🟢 38%,0 own 0%,3.3,98% | 30 days | Unicrypt,38479,,1 hrs 53 mins,(71) 38 - $27.4k,8,117.5960,,2 own 1.3%,,17:52:45,"$13,734",9 own 7.3%,(165) 114 - $31.4k,2 own 0.2%,2% | 0.46 eth,🟢 (false) - 78/78,100% out of 7,"0xdC4...d6 ($6,084)",,$91
