mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result
13152,2.3,(96) 79 - $2.5k,(0) 0 - $0,0/2.7,2 out of 4,0x277...9b  (6),$797.00,8 mins,1 mins,28 mins ago,Binance,83 (37.5 ETH),0 own 0%,9 own 6.4%,3 own 4.5%,0 own 0%,3.0,$65.00,"0x2a8...93 ($8,399)",🟢 21%,47% out of 83,108.6096
27872,3.4,(173) 142 - $10.1k,(36) 18 - $5.2k,0/5.7,2 out of 4,RENOUNCED (12),"$3,020.00",16 mins,8 mins,36 mins ago,Binance,126 (74.1 ETH),0 own 0%,5 own 2%,3 own 4.4%,0 own 0%,3.0,$186.00,"0x2cB...B1 ($3,095)",🟢 7%,93% out of 15,101.3862
21113,4.8,(12) 12 - $1.7k,(1) 1 - $206.6,0/0,193 out of 351,RENOUNCED (4),"$3,561.00",4 mins,1 mins,4 mins ago,Kucoin,12 (16.6 ETH),0 own 0%,2 own 2.6%,1 own 1%,0 own 0%,,$374.00,"0x1db...05 ($3,227)",🟢 14%,78% out of 9,118.9324
64905,5.6,(368) 277 - $84.8k,(276) 141 - $78.6k,0/0,1.2k out of 2k,RENOUNCED (12),"$6,089.00",18 hrs 42 mins,1 hrs 17 mins,21 hrs ago,Binance,179 (87.8 ETH),1 own 0.4%,2 own 3.2%,8 own 0.9%,0 own 0%,1.0,$372.00,"bitcoindeployer.eth ($3,453)",🟢 16%,95% out of 37,-40.879
36047,5.6,(98) 93 - $19.1k,(37) 19 - $13.2k,3/6.2,0 out of 0 Unique,RENOUNCED (12),"$8,164.00",1 hrs 30 mins,3 mins,15 days ago,Kucoin,111 (358.3 ETH),0 own 0%,24 own 13.3%,3 own 0.4%,1 own 0.9%,36.0,$111.00,"0xe5B...dD ($3,422)",🟢🟢 59%,80% out of 15,-42.6323
548008,94.6,,(0) 0 - $0,0/0,7 out of 9,0x91e...e6  (6),$253.00,10 days 17 hrs,0 mins,10 days ago,0x502...AD,311 (92.9 ETH),0 own 0%,1 own 0%,2 own 7%,1 own 0.7%,1.0,$557.00,"0x745...A2 ($6,225)",🟢 24%,100% out of 4,-31.1533
217083,10.4,,(725) 373 - $346.8k,0/0,21 out of 79,RENOUNCED (14),"$4,852.00",5 hrs 28 mins,4 hrs 57 mins,5 hrs ago,Binance,254 (331.9 ETH),1 own 0.6%,0 own 0%,5 own 0.9%,4 own 4.2%,2.0,$744.00,"0xb46...82 ($4,194)",🟢 7%,100% out of 59,-30.6814
26856,4.9,(117) 102 - $22.1k,(70) 35 - $18.6k,3/6.7,0 out of 0 Unique,RENOUNCED (12),"$10,385.00",1 hrs 33 mins,6 mins,15 days ago,Kucoin,105 (314.5 ETH),0 own 0%,22 own 12.6%,2 own 0.3%,1 own 0.9%,36.0,$185.00,"0xe5B...dD ($3,299)",🟢🟢 57%,81% out of 16,-33.0497
682624,26.1,,(298) 128 - $1.6M,0/0,1.2k out of 1.4k,UNKNOWN (6),$470.00,10 days 4 hrs,5 days 5 hrs,10 days ago,0x759...5B,225 (125.5 ETH),1 own 0.7%,1 own 3.3%,158 own 13.6%,1 own 0.7%,1.0,"$1,396.00","0x52C...58 ($38,279)",🟢 6%,100% out of 40,-34.1686
126343,14.4,,(12) 9 - $73.2k,0/0,1.2k out of 1.4k,UNKNOWN (5),$867.00,7 mins,5 mins,3 days ago,FixedFloat,96 (186.4 ETH),1 own 0.2%,15 own 34.4%,28 own 28.7%,2 own 2.9%,,$371.00,"0xEe6...dF ($3,372)",🟢 27%,92% out of 340,-34.1606
251790,11.3,,(778) 392 - $391.3k,0/0,21 out of 79,RENOUNCED (14),"$4,841.00",5 hrs 47 mins,5 hrs 17 mins,5 hrs ago,Binance,268 (334.1 ETH),1 own 0.6%,0 own 0%,5 own 1%,4 own 4.2%,2.0,"$1,856.00","0x578...0E ($3,350)",🟢 31%,100% out of 7,105.8015
15344,2.6,(157) 138 - $17.4k,(84) 40 - $14.2k,0/6.5,98 out of 206,RENOUNCED (11),"$6,383.00",37 mins,10 mins,1 hrs ago,Kucoin,100 (34.1 ETH),0 own 0%,27 own 17.3%,10 own 5.7%,0 own 0%,1.0,$111.00,"0x198...5b ($3,302)",🟢 15%,63% out of 8,110.0489
6702,1.7,(184) 158 - $22.4k,(131) 81 - $21.2k,0/0,98 out of 206,RENOUNCED (12),"$6,584.00",47 mins,19 mins,2 hrs ago,Kucoin,79 (50.4 ETH),0 own 0%,19 own 11%,1 own 1.6%,0 own 0%,1.0,$556.00,"0x821...27 ($19,704)",🟢🟢 53%,100% out of 14,-35.235
13234,3.8,(76) 69 - $6k,(22) 20 - $2.4k,0/0,285 out of 398,RENOUNCED (9),"$2,016.00",49 mins,40 mins,2 hrs ago,Kucoin,52 (34.4 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,,$18.00,"0x829...5C ($4,042)",🟢 34%,100% out of 6,-30.698
129151,14.7,,(56) 47 - $151.1k,0/0,1.2k out of 1.4k,UNKNOWN (5),$867.00,9 mins,8 mins,3 days ago,FixedFloat,138 (431.8 ETH),1 own 0.2%,9 own 19.7%,12 own 9.4%,4 own 6.4%,,$556.00,"wilsonng.eth ($6,569)",🟢 13%,96% out of 27,-30.169
14802,3.5,(6) 5 - $670.2,(0) 0 - $0,0/0,193 out of 352,RENOUNCED (4),"$1,574.00",3 mins,1 mins,5 mins ago,Kucoin,6 (2.6 ETH),0 own 0%,2 own 1.7%,1 own 0.2%,0 own 0%,,$185.00,"0x776...A5 ($17,162)",🟢 7%,79% out of 47,104.2054
343353,32.2,,(73) 64 - $173.7k,0/0,0 out of 0 Unique,RENOUNCED (3),$0.00,2 days 22 hrs,9 mins,2 days ago,0xe64...50,230 (239.6 ETH),1 own 13.5%,0 own 0%,19 own 12.6%,2 own 3.9%,,"$1,852.00","0xB91...bD ($13,916)",🟢 22%,100% out of 8,-36.2261
14033,2.5,(307) 238 - $36.8k,(188) 130 - $34.3k,0/0,2 out of 4,RENOUNCED (14),"$6,330.00",46 mins,38 mins,1 hrs ago,Binance,114 (84.1 ETH),0 own 0%,2 own 0.8%,3 own 6.2%,0 own 0%,3.0,$55.00,"0x8b0...B2 ($19,616)",🟢🟢🟢 76%,100% out of 29,-34.8245
54642,9.7,(388) 314 - $281.3k,(209) 158 - $268.3k,0/0,1.2k out of 1.4k,UNKNOWN (8),$211.00,23 mins,22 mins,3 days ago,FixedFloat,162 (474.3 ETH),1 own 0.7%,7 own 14.3%,2 own 0.9%,5 own 7.1%,,$92.00,"0x039...D4 ($12,408)",🟢 12%,100% out of 3,-33.9417
56137,5.0,(187) 141 - $25.9k,(120) 74 - $18.3k,0/0,208 out of 462,RENOUNCED (15),"$1,588.00",5 hrs 41 mins,5 hrs 11 mins,5 hrs ago,Binance,93 (60.0 ETH),0 own 0%,1 own 1.8%,3 own 5.5%,0 own 0%,4.0,$463.00,"0xD14...Ff ($3,013)",🟢 13%,93% out of 29,-32.3906
3026,1.2,(6) 6 - $273.9,(0) 0 - $0,19/18.7,98 out of 207,0x8Cb...91  (4),$854.00,6 mins,1 mins,1 hrs ago,Binance,7 (3.0 ETH),0 own 0%,4 own 6.3%,0 own 0%,0 own 0%,1.0,$55.00,"0xe5B...dD ($3,285)",🟢🟢 56%,75% out of 16,-33.6552
74710,10.5,(6) 6 - $10.4k,(1) 1 - $8.9k,0/0,193 out of 355,0xB39...97  (4),$0.00,5 days 8 hrs,1 mins,5 days ago,0x534...51,17 (19.7 ETH),0 own 0%,2 own 1.1%,4 own 61.5%,0 own 0%,1.0,$556.00,"0xEF3...aF ($3,140)",🟢 5%,100% out of 4,100.5991
3172,1.2,(7) 7 - $319.8,(2) 1 - $97.6,1/6.5,1.1k out of 1.4k,RENOUNCED (16),$169.00,1 hrs 22 mins,16 mins,2 hrs ago,Binance,12 (0.6 ETH),0 own 0%,0 own 0%,3 own 6%,0 own 0%,5.0,$54.00,"0x486...36 ($3,351)",🟢 32%,96% out of 122,-71.0311
2725,1.1,(7) 7 - $319.8,(2) 1 - $97.6,1/6.2,1.1k out of 1.4k,RENOUNCED (16),$904.00,1 hrs 22 mins,16 mins,2 hrs ago,Binance,12 (0.6 ETH),0 own 0%,0 own 0%,3 own 6%,0 own 0%,5.0,$54.00,"0x486...36 ($3,363)",🟢 32%,96% out of 122,-33.7101
6487,1.7,(350) 255 - $45.6k,(240) 174 - $44.3k,0/0,2 out of 4,RENOUNCED (15),"$6,327.00",1 hrs 32 mins,1 hrs 25 mins,1 hrs ago,Binance,87 (59.4 ETH),0 own 0%,1 own 0.4%,1 own 0.3%,0 own 0%,4.0,$185.00,"0x85E...65 ($3,658)",🟢 29%,100% out of 60,-30.3133
33494,3.6,(0) 0 - $0,(0) 0 - $0,0/7.8,208 out of 463,0xCde...eC  (7),$861.00,11 mins,0 mins,21 mins ago,Binance,,,,,,2.0,$185.00,"0xd2f...E7 ($7,270)",🟢 37%,75% out of 393,252.6487
466976,69.9,,(91) 84 - $82.2k,0/10,0 out of 0 Unique,0x321...3A  (21),$929.00,23 hrs 26 mins,9 mins,1 days ago,0xE78...E0,349 (391.9 ETH),0 own 0%,14 own 2.9%,27 own 9.8%,3 own 1.5%,8.0,$185.00,"bodo.eth ($4,334)",🟢 26%,92% out of 12,-31.6868
19007,2.9,(59) 58 - $6.4k,(8) 4 - $2.2k,0/6.6,112 out of 195,0x86C...fE  (4),"$2,230.00",5 mins,2 mins,6 hrs ago,Coinbase,54 (52.8 ETH),0 own 0%,33 own 43.4%,0 own 0%,0 own 0%,1.0,$370.00,"0x310...60 ($5,773)",🟢🟢 45%,95% out of 37,-33.0536
100672,12.3,,(88) 56 - $80.3k,0/0,193 out of 355,0xB39...97  (4),$0.00,5 days 9 hrs,24 mins,5 days ago,0x534...51,156 (150.7 ETH),1 own 0.6%,1 own 0.4%,13 own 30.6%,1 own 0.6%,1.0,$928.00,"0xC19...8e ($5,905)",🟢 11%,100% out of 9,109.4644
298338,56.5,,(478) 366 - $430.8k,0/0,0 out of 0 Unique,RENOUNCED (26),$747.00,1 days 0 hrs,1 hrs 19 mins,1 days ago,0xE78...E0,335 (290.4 ETH),0 own 0%,6 own 1.3%,26 own 9.1%,1 own 0.7%,8.0,$644.00,"0x82f...28 ($19,693)",🟢 3%,100% out of 22,-31.0173
67709,14.5,(135) 108 - $61.1k,(102) 87 - $51.3k,0/0,13 out of 20,RENOUNCED (113),$13.00,374 days 11 hrs,374 days 10 hrs,374 days ago,Binance,181 (679.8 ETH),0 own 0%,0 own 0%,7 own 1.9%,5 own 5.2%,1.0,$552.00,"0xaDD...2c ($11,941)",🟢 18%,100% out of 15,-30.5456
10493,2.3,(67) 63 - $5.8k,(24) 11 - $3.5k,5/9.4,12 out of 24,RENOUNCED (11),"$1,224.00",1 hrs 1 mins,20 mins,1 hrs ago,Binance,44 (16.6 ETH),0 own 0%,9 own 15.1%,2 own 1%,0 own 0%,3.0,$196.00,"0xA1F...5b ($5,020)",🟢 14%,100% out of 7,-30.3854
129127,8.1,,(824) 415 - $420.9k,0/0,21 out of 79,RENOUNCED (14),"$4,838.00",6 hrs 11 mins,5 hrs 41 mins,6 hrs ago,Binance,258 (328.6 ETH),1 own 0.6%,0 own 0%,5 own 1%,4 own 3.2%,2.0,$185.00,"0x82f...28 ($19,666)",🟢 3%,100% out of 22,190.9831
53220,5.3,(1208) 652 - $473.7k,(942) 474 - $465.8k,0/0,21 out of 79,RENOUNCED (14),"$4,803.00",8 hrs 28 mins,7 hrs 57 mins,8 hrs ago,Binance,235 (306.4 ETH),1 own 0.6%,0 own 0%,5 own 1.4%,2 own 1.4%,2.0,$184.00,"halfshibainu.eth ($6,072)",🟢 37%,94% out of 16,-41.5096
190757,8.9,,(83) 54 - $608.3k,0/0,212 out of 309,RENOUNCED (14),$0.00,1 days 10 hrs,1 days 9 hrs,1 days ago,Kucoin,75 (23.3 ETH),0 own 0%,2 own 1.7%,11 own 5.2%,0 own 0%,1.0,$372.00,"0x20b...88 ($6,087)",🟢🟢 54%,100% out of 3,-30.9237
21250,4.5,(62) 56 - $7.6k,(17) 9 - $3k,0/45.4,0 out of 0 Unique,0x0FB...09  (13),$347.00,2 days 1 hrs,27 mins,2 days ago,Binance,56 (29.7 ETH),0 own 0%,7 own 9.1%,5 own 10.3%,0 own 0%,1.0,$423.00,"0xCA9...b8 ($4,429)",🟢 22%,100% out of 32,103.4278
22614,3.4,(1181) 614 - $364.8k,(968) 475 - $360.3k,0/0,21 out of 79,RENOUNCED (12),$70.00,15 hrs 40 mins,15 hrs 22 mins,15 hrs ago,Mexc,166 (114.1 ETH),1 own 0.8%,1 own 0%,5 own 5.5%,1 own 0.8%,1.0,$202.00,"0x3e8...86 ($4,802)",🟢 15%,100% out of 6,-34.5968
72487,5.3,(4) 4 - $572.6,(0) 0 - $0,0/89.8,9 out of 9,0xd26...5f  (9),"$1,706.00",3 mins,0 mins,8 hrs ago,Binance,4 (5.4 ETH),0 own 0%,1 own 0.3%,0 own 0%,0 own 0%,,$36.00,"0x5DB...a0 ($5,016)",🟢 5%,33% out of 3,147.4301
43709,5.7,(139) 87 - $36.9k,(151) 119 - $44.2k,0/0,2 out of 4,RENOUNCED (1119),$355.00,3 days 12 hrs,3 days 9 hrs,374 days ago,0x33D...98,404 (168.7 ETH),1 own 0.4%,0 own 0%,11 own 1.3%,1 own 0.4%,6.0,$22.00,"flashbotting.eth ($3,380)",🟢 29%,100% out of 5,-30.7203
25670,3.7,(113) 81 - $20.4k,(100) 53 - $17.7k,2/3.7,212 out of 309,RENOUNCED (18),"$1,139.00",1 days 13 hrs,1 days 2 hrs,1 days ago,Binance,70 (40.8 ETH),0 own 0%,2 own 2.5%,13 own 15.4%,0 own 0%,1.0,$337.00,"0x821...27 ($19,306)",🟢🟢 52%,100% out of 15,-33.1553
43862,4.2,(286) 208 - $45k,(206) 84 - $39k,0/3,208 out of 465,RENOUNCED (15),"$7,027.00",1 hrs 30 mins,1 hrs 19 mins,1 hrs ago,Binance,144 (32.6 ETH),0 own 0%,12 own 4.8%,3 own 0.6%,0 own 0%,2.0,$221.00,"0x0bA...70 ($13,443)",🟢 24%,100% out of 29,105.161
28776,5.2,(10) 9 - $3.3k,(3) 3 - $1.3k,0/0,34 out of 51,UNKNOWN (26),$0.00,399 days 14 hrs,399 days 13 hrs,399 days ago,Coinbase,91 (68.1 ETH),0 own 0%,0 own 0%,5 own 0.1%,1 own 0.2%,1.0,$184.00,"0xBBA...a2 ($4,761)",🟢 24%,100% out of 10,-32.356
236019,62.5,,(218) 180 - $348.6k,0/0,7 out of 9,RENOUNCED (7),$250.00,10 days 17 hrs,28 mins,10 days ago,0x502...AD,242 (103.9 ETH),1 own 0.6%,0 own 0%,4 own 4%,1 own 0.6%,1.0,$370.00,"0x803...83 ($3,408)",🟢 15%,100% out of 8,-30.8937
113824,7.7,,(530) 240 - $131.6k,1/1.3,1 out of 1,RENOUNCED (19),$268.00,14 hrs 50 mins,14 hrs 39 mins,15 hrs ago,Binance,220 (100.9 ETH),8 own 8.8%,0 own 0%,12 own 14.3%,1 own 1.9%,4.0,$924.00,"0xD9E...30 ($3,763)",🟢 34%,100% out of 14,106.5974
60377,5.4,(582) 382 - $139.8k,(454) 240 - $131.8k,0/0,1.2k out of 2k,RENOUNCED (12),"$6,027.00",21 hrs 18 mins,3 hrs 52 mins,23 hrs ago,Binance,171 (38.7 ETH),1 own 0.4%,2 own 3.2%,4 own 0.4%,0 own 0%,1.0,$732.00,"0xba9...e4 ($7,985)",🟢 22%,100% out of 18,-35.1423
2220,1.1,(16) 3 - $2.1k,(28) 1 - $2k,1.0000000000000009/1.7144852439327174,1.1k out of 1.4k,0xD07...5e  (4),$665.00,10 mins,0 mins,21 mins ago,Mexc,1 (0.4 ETH),0 own 0%,2 own 6.5%,0 own 0%,0 own 0%,,$77.00,"0xF3F...0e ($8,969)",🟢 22%,92% out of 13,113.0725
83625,6.6,(1217) 627 - $375.7k,(981) 479 - $364.8k,0/0,21 out of 79,RENOUNCED (12),$70.00,15 hrs 58 mins,15 hrs 39 mins,15 hrs ago,Mexc,183 (132.6 ETH),1 own 0.8%,1 own 0%,6 own 6%,1 own 0.8%,1.0,$554.00,"0x422...93 ($4,622)",🟢 32%,94% out of 16,114.9788
12864,4.1,(10) 9 - $2.4k,(7) 6 - $2.2k,0/0,193 out of 356,RENOUNCED (41),$511.00,8 days 7 hrs,19 mins,8 days ago,Binance,30 (1.7 ETH),0 own 0%,0 own 0%,12 own 21.2%,1 own 0%,27.0,$184.00,"im.alwaysdonating.eth ($16,290)",🟢 18%,79% out of 52,108.3161
227004,10.9,,(554) 249 - $140.4k,1/1.4,1 out of 1,RENOUNCED (19),$268.00,15 hrs 6 mins,14 hrs 55 mins,15 hrs ago,Binance,246 (108.3 ETH),8 own 8.8%,0 own 0%,13 own 14.4%,1 own 1.9%,4.0,$184.00,"0x243...c4 ($4,695)",🟢 34%,94% out of 83,100.154
31357,4.1,(1249) 641 - $386.7k,(1010) 491 - $381k,0/0,21 out of 79,RENOUNCED (12),$70.00,16 hrs 15 mins,15 hrs 56 mins,16 hrs ago,Mexc,180 (121.3 ETH),1 own 0.8%,1 own 0%,6 own 6%,1 own 0.8%,1.0,$366.00,"0xba9...e4 ($7,922)",🟢 22%,100% out of 18,-38.1053
453830,15.6,,(602) 260 - $174.9k,1/1,1 out of 1,RENOUNCED (19),$268.00,15 hrs 14 mins,15 hrs 3 mins,15 hrs ago,Binance,291 (105.6 ETH),8 own 8.8%,0 own 0%,13 own 14.4%,1 own 1.9%,4.0,$923.00,"0xD9E...30 ($4,079)",🟢 32%,100% out of 14,-33.5057
7676,2.3,(13) 13 - $7.9k,(1) 1 - $7.3k,0/0,7 out of 8,0x0FE...20  (3),$850.00,6 mins,3 mins,7 hrs ago,Kucoin,12 (5.7 ETH),0 own 0%,3 own 0.2%,0 own 0%,1 own 0%,,$369.00,"0xcdD...Fe ($3,004)",🟢 16%,38% out of 45,-48.7305
64064,9.2,(101) 77 - $90.9k,(47) 32 - $81.2k,0/0,193 out of 356,RENOUNCED (43),$494.00,8 days 7 hrs,59 mins,8 days ago,Binance,84 (92.2 ETH),1 own 0%,0 own 0%,13 own 21.2%,1 own 2.5%,27.0,$184.00,"0x61d...D4 ($3,752)",🟢 16%,97% out of 78,-31.6878
61417,5.4,(448) 285 - $106.2k,(299) 158 - $98.1k,0/0,208 out of 465,RENOUNCED (16),"$1,115.00",8 hrs 43 mins,8 hrs 13 mins,8 hrs ago,Binance,169 (53.2 ETH),0 own 0%,0 own 0%,2 own 1.4%,0 own 0%,4.0,$368.00,"0x85E...65 ($3,619)",🟢 29%,100% out of 61,-31.9815
314257,23.8,,(218) 154 - $118.7k,3/3,0 out of 0 Unique,RENOUNCED (43),$19.00,21 hrs 41 mins,20 hrs 32 mins,1 days ago,Kucoin,145 (105.3 ETH),2 own 1.9%,1 own 1%,13 own 9.6%,1 own 1%,6.0,$556.00,"0xEF4...73 ($3,307)",🟢 13%,100% out of 4,-30.455
16895,2.8,(36) 33 - $2.6k,(0) 0 - $0,20/23.8,3 out of 13,0x670...3B  (5),$546.00,20 hrs 27 mins,0 mins,20 hrs ago,0x0A2...e8,40 (52.7 ETH),3 own 3.8%,32 own 36.7%,0 own 0%,1 own 1.6%,,$110.00,"0x030...9E ($20,879)",🟢🟢 58%,58% out of 91,-31.9638
351500,13.8,,(680) 292 - $240.3k,1/1,1 out of 1,RENOUNCED (19),$268.00,15 hrs 23 mins,15 hrs 12 mins,15 hrs ago,Binance,358 (93.0 ETH),9 own 9%,0 own 0%,13 own 12.8%,1 own 1.9%,4.0,$922.00,"0xD9E...30 ($3,149)",🟢 31%,100% out of 14,-33.453
70752,6.4,(422) 319 - $111.3k,(284) 194 - $101.4k,0/0,93 out of 128,RENOUNCED (20),$0.00,15 hrs 34 mins,15 hrs 29 mins,16 hrs ago,Binance,145 (133.8 ETH),0 own 0%,1 own 0.7%,1 own 0.6%,0 own 0%,1.0,"$1,291.00","0xeA1...d7 ($7,175)",🟢 30%,100% out of 12,144.6147
46241,7.3,(388) 280 - $236.2k,(266) 190 - $226.3k,0/0,1.2k out of 1.4k,UNKNOWN (5),$0.00,16 hrs 41 mins,16 hrs 40 mins,16 hrs ago,Binance,98 (261.7 ETH),1 own 0.8%,1 own 2%,3 own 2.5%,3 own 5.4%,,$553.00,"0x057...89 ($14,918)",🟢 17%,81% out of 27,100.2127
195084,45.8,,(628) 463 - $521.9k,0/0,0 out of 0 Unique,RENOUNCED (26),$748.00,1 days 1 hrs,1 hrs 51 mins,2 days ago,0xE78...E0,262 (239.4 ETH),0 own 0%,4 own 0.2%,18 own 6.3%,1 own 0.7%,8.0,$184.00,"0x9d3...98 ($8,175)",🟢 17%,94% out of 16,-32.643
7560,2.0,(28) 28 - $2.6k,(5) 5 - $780.2,0/0,305 out of 412,RENOUNCED (5),"$1,674.00",18 mins,14 mins,6 hrs ago,Binance,25 (24.2 ETH),0 own 0%,0 own 0%,6 own 19.1%,1 own 0%,,$36.00,"0x5DB...a0 ($4,922)",🟢 6%,20% out of 5,107.795
46497,6.1,(180) 171 - $25k,(140) 61 - $16.8k,2/2.1,2 out of 3,0xE54...0F  (5),$665.00,29 mins,23 mins,41 mins ago,0x541...c7,115 (308.1 ETH),0 own 0%,1 own 0.6%,3 own 1.6%,4 own 3.5%,,$183.00,"0xC65...80 ($9,455)",🟢 36%,68% out of 104,-33.4131
49382,7.1,(238) 213 - $39.7k,(234) 117 - $30.2k,0/0,2 out of 3,0xE54...0F  (16),$434.00,53 mins,46 mins,1 hrs ago,0x541...c7,107 (243.7 ETH),0 own 0%,1 own 0.6%,3 own 1.6%,2 own 1.7%,,$636.00,"0x808...ec ($4,063)",🟢 23%,64% out of 180,-32.6915
99807,7.3,(1300) 660 - $396.8k,(1032) 494 - $385.3k,0/0,21 out of 80,RENOUNCED (12),$69.00,17 hrs 6 mins,16 hrs 48 mins,17 hrs ago,Mexc,202 (127.2 ETH),1 own 0.8%,1 own 0%,6 own 6%,1 own 0.8%,1.0,$363.00,"0xf64...a1 ($5,602)",🟢 30%,100% out of 7,-31.7244
7712,2.5,(20) 20 - $1.3k,(0) 0 - $0,30/36.9,0 out of 0 Unique,0x4c0...14  (4),$669.00,47 mins,0 mins,18 hrs ago,Kucoin,28 (35.3 ETH),0 own 0%,20 own 21.7%,2 own 2.5%,0 own 0%,,$154.00,"0x15d...b8 ($18,807)",🟢🟢🟢 68%,86% out of 42,161.4555
7712,2.5,(26) 26 - $1.8k,(0) 0 - $0,30/36.9,0 out of 0 Unique,0x4c0...14  (4),$669.00,47 mins,0 mins,18 hrs ago,Kucoin,28 (35.3 ETH),0 own 0%,20 own 21.7%,2 own 2.5%,0 own 0%,,$254.00,"0x808...ec ($3,418)",🟢 23%,64% out of 180,104.5643
44596,4.3,(79) 64 - $18.2k,(44) 30 - $13k,3/5.4,3 out of 5,0x2DB...3D  (14),$150.00,20 hrs 18 mins,19 hrs 59 mins,20 hrs ago,Coinbase,37 (59.9 ETH),0 own 0%,0 own 0%,2 own 3.9%,0 own 0%,,$408.00,"0x0bA...70 ($9,733)",🟢 18%,100% out of 28,-36.4435
18591,3.5,(11) 11 - $2.2k,(6) 4 - $762,4/6.5,212 out of 309,RENOUNCED (25),$95.00,15 days 2 hrs,15 days 1 hrs,15 days ago,0x077...A4,60 (275.3 ETH),0 own 0%,4 own 4.1%,1 own 0.5%,1 own 0.5%,7.0,$181.00,"0x985...86 ($4,744)",🟢 23%,92% out of 13,-30.8502
137455,8.6,,(1037) 495 - $386.3k,0/0,21 out of 80,RENOUNCED (12),$69.00,17 hrs 13 mins,16 hrs 55 mins,17 hrs ago,Mexc,214 (127.6 ETH),1 own 0.8%,1 own 0%,6 own 6%,1 own 0.8%,1.0,$364.00,"0x342...a3 ($3,999)",🟢 15%,100% out of 9,-30.9942
12213,2.6,(46) 38 - $6.9k,(17) 12 - $4k,0/0,0 out of 1,RENOUNCED (7),$905.00,29 mins,27 mins,48 mins ago,FixedFloat,28 (589.0 ETH),0 own 0%,0 own 0%,0 own 0%,2 own 2.2%,,$90.00,"0xB23...09 ($7,978)",🟢 16%,93% out of 44,-31.1043
36808,4.1,(87) 81 - $12.6k,(36) 18 - $7.6k,20/25.8,3 out of 13,0x670...3B  (12),"$3,995.00",20 hrs 32 mins,6 mins,20 hrs ago,0x0A2...e8,70 (63.0 ETH),1 own 1.2%,19 own 17.7%,0 own 0%,0 own 0%,1.0,$369.00,"passionisthefuelforsuccess.eth ($5,351)",🟢 13%,100% out of 4,120.0938
14053,2.4,(409) 270 - $63.4k,(424) 162 - $60.8k,0/3.1,208 out of 465,RENOUNCED (16),$279.00,3 hrs 9 mins,2 hrs 58 mins,3 hrs ago,Binance,124 (35.0 ETH),0 own 0%,9 own 2.4%,1 own 0%,0 own 0%,2.0,$91.00,"0xAe6...03 ($3,031)",🟢 10%,90% out of 98,-30.4478
41492,8.6,(584) 417 - $345.3k,(421) 312 - $335k,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,4 hrs 55 mins,4 hrs 54 mins,3 days ago,FixedFloat,104 (360.0 ETH),1 own 0.7%,0 own 0%,4 own 2.5%,3 own 4.2%,,$364.00,"0xd2f...E7 ($6,671)",🟢 37%,74% out of 392,-30.0945
4819,1.6,(20) 20 - $1.2k,(0) 0 - $0,15/48,1.1k out of 1.4k,0x2ee...fc  (3),$653.00,3 mins,2 mins,1 hrs ago,Binance,20 (39.0 ETH),0 own 0%,12 own 20.2%,0 own 0%,0 own 0%,,$54.00,"0x07b...43 ($10,281)",🟢 36%,85% out of 125,-38.0557
234576,26.7,,(59) 42 - $51.3k,0/0,7 out of 11,RENOUNCED (38),$0.00,12 days 2 hrs,9 days 22 hrs,31 days ago,0x8F0...69,280 (35.0 ETH),1 own 0.3%,0 own 0%,13 own 9.9%,0 own 0%,1.0,"$1,310.00","0xB1a...bE ($6,373)",🟢 15%,100% out of 4,-30.9349
36594,8.1,(591) 422 - $348k,(425) 315 - $339.2k,0/0,1.2k out of 1.4k,UNKNOWN (8),$207.00,4 hrs 56 mins,4 hrs 55 mins,3 days ago,FixedFloat,112 (362.3 ETH),1 own 0.7%,0 own 0%,4 own 2.5%,3 own 4.2%,,$91.00,"0x07b...43 ($10,383)",🟢 37%,85% out of 124,102.7044
15941,2.1,(19) 19 - $2k,(0) 0 - $0,30/61.7,25 out of 30,0x89f...62  (11),"$1,713.00",15 mins,0 mins,9 hrs ago,Binance,7 (1.1 ETH),0 own 0%,18 own 18.3%,1 own 1%,0 own 0%,7.0,$109.00,"0x030...9E ($19,967)",🟢🟢 56%,59% out of 96,-55.3094
11447,3.3,(25) 25 - $2.2k,(0) 0 - $0,20/53.2,212 out of 310,0xcF1...18  (5),$723.00,42 mins,0 mins,7 hrs ago,tsunamitreasury.eth,27 (14.6 ETH),0 own 0%,22 own 25.4%,0 own 0%,0 own 0%,,$145.00,"0x808...ec ($3,053)",🟢 22%,64% out of 182,108.4965
40589,4.7,(57) 37 - $7.2k,(4) 1 - $2.2k,15/25.5,0 out of 0 Unique,0x780...0a  (6),"$3,724.00",22 mins,11 mins,43 mins ago,Coinbase,39 (55.6 ETH),0 own 0%,3 own 2.4%,0 own 0%,0 own 0%,1.0,$109.00,"0x808...ec ($3,196)",🟢 22%,65% out of 184,128.197
